Post_id	Comment_id	CQ	Usefullness	Category
3956546	8158957	HINT: What do you know about $f[C]$ when $C$ is connected and $f$ is continuous? \\ Every function from any space to the one-point space is continuous, and the one-point space is connected; what does this tell you about continuous pre-images of connected sets?	2	Suggestion
3323710	6839175	Do you know what $\phi(t)$ is(both its definition and why it's defined like that)? Without the definition, the third step is not clear at all, an without knowing why it's defined like that, you will not know the significance of the quantity you are calculating!	2	Suggestion
3605282	7417295	Why? I can make the hole have a finite depth. It does not matter, as long as the sphere will jump over it	2	Suggestion
3352964	6901055	Have you tried just applying one Newton step starting at $f(0)/(1-f(1)+f(0))$ (where the equation is $t=f(t)$)?	2	Suggestion
2568600	5302361	The sets $B$ and $\coprod_{p \in M} \pi^{-1}(p)$ are *the same set*. So there are not two topologies, there is only one topology on that one set. Also, usually one doesn't bother with $B / \sim$ since, as you point out, it corresponds bijectively with $M$ itself. I can try to write an answer, but it would greatly help to know how much topology you know? Do you know the definition of a topology? The definition of a basis of a topology? Do you know the definition of a smooth manifold, expressed in terms of coordinate charts and smoothness of overlap maps?	2	Suggestion
783834	1624890	Can you form the matrix of coefficients of the system? Well, now reduce (by row, by columns: as you wish) this matrix. Write down in your question what you get and from now we'll continue...	2	Suggestion
4311540	8983417	This [Q&A](https://math.stackexchange.com/questions/4201501/exist-contravariant-derivative/4202076#4202076) is closely related. BTW what is the difference between $x^i$ and $x_i$ ? What textbook is that exactly ?	2	Suggestion
3484665	7164711	Moreovoer : If we get a contradiction with $\pi$ , why don't we get a contradiction with $\sqrt{2}$ ?	1	Suggestion
1171703	2387601	I did not read the paper, but why do you think it is not true? You definitely can define inner product in this way - it is easy to prove that it has all needed properties.	1	Suggestion
3580253	7361092	How about: for any expression in $n$ variables that you can build with the operator, its evaluation at $(0, 0, \ldots, 0)$ is 0?	1	Suggestion
699420	1467665	OK, can you recover the components of X from w(X,-)? Can you use that to show that X->w(X,-) is injective?	1	Suggestion
3419718	7032926	Do you know what the first moment means ?	1	Suggestion
2129994	4380316	What is your definition of a $\mathbb K_1$-vector space over $\mathbb K_2$?	1	Suggestion
2413847	4984522	[Numerical root finding](https://en.wikipedia.org/wiki/Root-finding_algorithm#Iterative_methods)?	1	Suggestion
2497292	5158272	Why do you exchange $a$ and $b$ for $p$ and $q$? Leave them as they are, work out the brackets to the 3rd power and you will see that all terms cancel if it indeed is a solution.	1	Suggestion
2978294	6146806	We know that $Gal(\mathbb{Q}(\zeta_{13})/\mathbb{Q}) \simeq \mathbb{Z}/12\mathbb{Z}.$ Did you have a look at similar questions here at MSE? Just follow [this duplicate](https://math.stackexchange.com/questions/463968/finding-the-intermediate-fields-of-bbbq-zeta-7) with $13$ instead of $7$.	1	Suggestion
1121364	2288004	$\wp(X)$? $\qquad$	1	Suggestion
2639121	5450644	Perhaps [completion](https://ncatlab.org/nlab/show/free+cocompletion) is what you are looking for?	1	Suggestion
1946236	3995733	Borel sets are the smallest $\sigma$-algebra that contain the open sets, but there are more measurable sets than that. The last equation is Caratheodory's definition of measurability. Have you thought about the others?	1	Suggestion
1520287	3096117	Try to follow the hint: First of all, what is the dimension of $Lin(V, V)$ (in terms of the dimension of $V$)?	1	Suggestion
2329721	4796092	Deane Yang's suggestion sounds good to me as well. While you're at try to think about the  following: *is it possible to make $\mathbb{R}^2$ into a vector space over the quaternions?* ( No, but why not?)	1	Suggestion
1480105	3014069	O nooo... A *third* one? http://math.stackexchange.com/q/1479952/ http://math.stackexchange.com/q/1479330/	1	Suggestion
4083690	8438574	Why not just set $(a^2 - b^2)/a^2 = k$?  Can't you see through to the underlying problem?	1	Suggestion
213756	482551	Consider the sequence $b_n - a_n$.  What does this converge to?	1	Suggestion
2482713	5129344	Do you have any ideas, or experience with showing that a sequence converges in this Sobolev space? What this question is lacking (compared with the rather "high" level of Mathematics it is about) is some effort from you, OP.	1	Suggestion
88436	208215	Did you know that "GL" in $GL(2,\mathbb R)$ stands for "general linear *group*"?	1	Suggestion
4062874	8393667	Have you tried applying the definition of an open set to $A = \{1, 2, 3, 4, 5\}$? Is there any open interval contained in $A$ and  containing $1$?	1	Suggestion
1214377	2470992	Do you mean to find a size $2n + 1$ [Latin square](http://en.wikipedia.org/wiki/Latin_square)?	1	Suggestion
3218884	6630033	How about $\forall x: (\exists y. x = y + Sy) \iff(\lnot \exists z. x = z+z)$?  (A number is a sum of two consecutive numbers if and only if it is not even.)	1	Suggestion
3900736	8044729	"Fixes R pointwise"? If an automorphism of R fixes R pointwise, it's trivial, by definition.	0	Suggestion
2519895	5203950	You have found elements in the two vector spaces, and thus you have found a vector that is a valid element in a basis for each of them, which means that you're off to a good start. However, you haven't shown that you have found _all_ elements. Yes, $\left(\begin{smallmatrix}1\\1\\1\end{smallmatrix}\right)\in U_1$, as is any scalar multiple of that vector, but is that the entirety of $U_1$? Similarily with $\left(\begin{smallmatrix}1\\-1\\1\end{smallmatrix}\right)\in U_2$.	0	Suggestion
3783134	7790639	$g(x)=f(ax)$ ???	0	Suggestion
134655	310432	P.S. That's a strange way to present the group; the introduction of $c$ just makes things seem more complicated. What's the point?	0	Suggestion
1210152	2462008	But $\Bbb Z[\omega]$ is a UFD, where $\omega=-\frac12+\frac{\sqrt{-3}}2$, a primitive cube root of unity. Shouldnâ€™t that allow you to decide?	0	Suggestion
3958318	8166288	Your idea is right. All you have to do is argue that if you have $z=\phi_i(x,y)$ on $U_i$, then $\phi_i(x,y)=\phi_j(x,y)$ when $(x,y)\in U_i\cap U_j$. And, of course, you have to argue that you can choose these $U_i$ to cover $\Bbb R^2$. You're right that the last part is the subtle part: What happens to $\nabla F$ if there's a point with maximal $\|(x,y)\|$?	0	Suggestion
1424773	2902424	Does the binary method of (matrix) exponentiation help?	0	Suggestion
1422457	2897444	Is it acceptable to you that, except for $x=0$, there is always some value of $\alpha$ such that $\tan\alpha = y/x$?	0	Suggestion
2414141	4985368	Can't the exponential map on $S^2$ be explicited easily? Given a point $x\in S^2$ and a tangent vector $v$, the geodesic starting from $x$ at initial velocity $v$ is $c(s)=\cos(s)x+\sin(s)v$.	0	Suggestion
3617317	7435053	Have you considered using modular arithmetic ? Just saying.	0	Suggestion
1289452	2620509	For your example, if you only want the $x$ axis stretched, then $a=37.5$, $b=c=12.5$.   $(x_0,y_0,z_0)$ is the location of the centre. Make sense?	0	Suggestion
21875	47474	inverse function theorem?	0	Suggestion
3870783	7983803	@user107952 But one of the points of model theory is that even when we're talking about a single structure, there's no reason to adopt language which will prevent us from easily passing to other similar structures. There's no advantage to doing the sort of simplification you're describing, so why do it?	0	Suggestion
1411909	2876528	$\{1,\frac12,\frac13,\dots,0\}$ is closed (why?) and bounded. The theorem then tells us that it is compact. Without using the theorem, can you prove that it is compact? (Consider an open cover.) Perhaps it is useful to draw what this space looks like, as well as potential open covers.	0	Suggestion
756439	1573674	No need for a SDE, $Y$ is simply $Y_t=Y_0+at+(b/c)(e^{ct}-1)+\sigma B_t$. "Name"? No. "Explicit distribution for first passage times"? No.	0	Suggestion
455280	979199	Maybe use $9 = 3^2$?	0	Suggestion
1973318	4052644	Once $T(t)$ is known, substituting it back into the PDE gives: $$ X(x) = {k \over T'(t)} X''(x) + {k \over c} X'(x), $$ which, for each fixed $t$,  is a 2nd-order linear homogeneous ODE in $X(x)$ with constant coefficients.  Can you attack this ODE without resorting to Fourier series?	0	Suggestion
3730048	7668186	Since matrix multiplication follow a distributive law, your question boils down to: Does $A$ commute with $A$ and $I$?	0	Suggestion
1838517	3759351	what about Wolfram Alpha?	0	Suggestion
4258197	8856003	Hinr: what's the definition of "Schauder basis"???	0	Suggestion
3548293	7296653	Welcome to Mathematics Stack Exchange.  Do you see that if $b3=-2b1+b2$ and $b4=-b1+b2$ then $-b3+b4=b1$?	0	Suggestion
657506	1383716	Have you studied calculus? If so, you might find it interesting to look at the first derivative of $y=x$, the second derivative of $y=x^2$, the third derivative of $y=x^3$, etc.	0	Suggestion
4365955	9119977	Okay, so just taking the restriction to $[0,1]$ answers your question?	0	Suggestion
577591	7115175	Thanks, I was also interested in the same question, what I would say to a non-mathematician, that why one would be interested to know whether invariant measure exists or not?	0	Suggestion
3971064	8191977	Are you familiar with how to deal with equations with variable coefficients? Do you know the method of Frobenius?	0	Suggestion
2909217	6009625	Did you try integration by parts to proceed?	0	Suggestion
2417504	4992799	Independently of your questions, have you tried to find a closed form solution? I think this is possible. I have already solved some cases. Would be interesting if you also share your model as a MILP.	0	Suggestion
2815404	5805241	Couldn't you do $\frac1{z^2 + z} = \frac1z - \frac1{z+1}$?	0	Suggestion
3718074	7641826	Have you tried  $k=0$ in $e^{ikx}$ ?  That is, constant functions are also trigonometric polynomials.	0	Suggestion
547710	1165874	Hint: What happens if you look at $hkh^{-1}k^{-1}$ with $h\in N_G(K)\cap H$ and $k\in K$?	0	Suggestion
3222916	6631409	Depends on $f$. Here $f$ is entire and $f(0)=0$ hence the power series at $0$ is $f(z)=a_1z+a_2z^2+\dots$, and [its radius is infinite](https://math.stackexchange.com/questions/843858/radius-of-convergence-of-entire-function). Conclusion about $g$?	0	Suggestion
1384789	2819809	Shouldn't the residues be just $\log(z)/(4z)$ evaluated at the 4 simple poles, once you've chosen a branch for the log? Why is that taking a long time?	0	Suggestion
370195	793605	What do you know about the behaviour of holomorphic functions near an isolated singularity? Especially if the function is bounded?	0	Suggestion
1110600	2264820	why not plugging the first equality in the second one, or the other way round?	0	Suggestion
3241642	6667434	Hint: What can you say about the quotient $R[x]/I[x]$?	0	Suggestion
1069003	2174328	Why not use Horner?	0	Suggestion
245410	541082	I suspect that the point of it being true or not matters less to your instructor than does *HOW* you arrived at your answer. Why don't you post your work, and ask whether your proof is sound?	0	Suggestion
448324	963064	Do you know Stirling's approximation?	0	Suggestion
